uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
AM,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,3
AM,SRAG,HOSPITAL,"< 9",F,2
AM,SRAG,HOSPITAL,"< 9",M,6
AP,OUTRAS,DOMICILIO,"< 9",F,1
AP,OUTRAS,HOSPITAL,"< 9",F,14
AP,OUTRAS,HOSPITAL,"< 9",M,10
AP,OUTRAS,OUTRO,"< 9",F,1
AP,OUTRAS,OUTRO,"< 9",M,2
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,1
AP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",M,1
AP,PNEUMONIA,HOSPITAL,"< 9",F,1
AP,PNEUMONIA,HOSPITAL,"< 9",M,3
AP,SEPTICEMIA,HOSPITAL,"< 9",F,10
AP,SEPTICEMIA,HOSPITAL,"< 9",M,2
AP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
AP,SRAG,HOSPITAL,"< 9",F,1
BA,OUTRAS,DOMICILIO,"< 9",F,11
BA,OUTRAS,DOMICILIO,"< 9",M,24
BA,OUTRAS,HOSPITAL,"< 9",F,235
BA,OUTRAS,HOSPITAL,"< 9",I,11
BA,OUTRAS,HOSPITAL,"< 9",M,278
BA,OUTRAS,IGNORADO,"< 9",I,1
BA,OUTRAS,IGNORADO,"< 9",M,2
BA,OUTRAS,OUTRO,"< 9",F,2
BA,OUTRAS,OUTRO,"< 9",M,4
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,7
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,9
BA,OUTRAS,VIA_PUBLICA,"< 9",F,3
BA,OUTRAS,VIA_PUBLICA,"< 9",M,1
BA,COVID,HOSPITAL,"< 9",F,3
BA,COVID,HOSPITAL,"< 9",M,5
BA,INDETERMINADA,DOMICILIO,"< 9",M,1
BA,INDETERMINADA,HOSPITAL,"< 9",F,2
BA,INDETERMINADA,HOSPITAL,"< 9",M,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,2
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,1
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,78
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,1
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,88
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",M,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,3
BA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",F,1
BA,PNEUMONIA,DOMICILIO,"< 9",F,1
BA,PNEUMONIA,HOSPITAL,"< 9",F,24
BA,PNEUMONIA,HOSPITAL,"< 9",M,21
BA,PNEUMONIA,VIA_PUBLICA,"< 9",F,1
BA,SEPTICEMIA,HOSPITAL,"< 9",F,95
BA,SEPTICEMIA,HOSPITAL,"< 9",M,108
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,3
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
BA,SRAG,HOSPITAL,"< 9",F,5
BA,SRAG,HOSPITAL,"< 9",M,4
CE,OUTRAS,AMBULANCIA,"< 9",F,1
CE,OUTRAS,DOMICILIO,"< 9",F,7
CE,OUTRAS,DOMICILIO,"< 9",M,10
CE,OUTRAS,HOSPITAL,"< 9",F,238
CE,OUTRAS,HOSPITAL,"< 9",I,10
CE,OUTRAS,HOSPITAL,"< 9",M,256
CE,OUTRAS,IGNORADO,"< 9",F,5
CE,OUTRAS,IGNORADO,"< 9",M,5
CE,OUTRAS,OUTRO,"< 9",F,8
CE,OUTRAS,OUTRO,"< 9",M,8
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,10
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,8
CE,OUTRAS,VIA_PUBLICA,"< 9",F,2
CE,COVID,HOSPITAL,"< 9",F,10
CE,COVID,HOSPITAL,"< 9",M,5
CE,COVID,IGNORADO,"< 9",M,1
CE,COVID,OUTROS_SERVICOS_SAUDE,"< 9",M,1
CE,INDETERMINADA,DOMICILIO,"< 9",F,1
CE,INDETERMINADA,HOSPITAL,"< 9",F,1
CE,INDETERMINADA,HOSPITAL,"< 9",M,1
CE,INDETERMINADA,OUTRO,"< 9",M,1
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,1
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,2
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,10
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,1
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,22
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",M,1
CE,PNEUMONIA,DOMICILIO,"< 9",M,1
CE,PNEUMONIA,HOSPITAL,"< 9",F,26
CE,PNEUMONIA,HOSPITAL,"< 9",M,21
CE,PNEUMONIA,IGNORADO,"< 9",F,3
CE,PNEUMONIA,IGNORADO,"< 9",M,2
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
CE,SEPTICEMIA,HOSPITAL,"< 9",F,41
CE,SEPTICEMIA,HOSPITAL,"< 9",M,64
CE,SEPTICEMIA,IGNORADO,"< 9",F,3
CE,SEPTICEMIA,IGNORADO,"< 9",M,4
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,3
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,4
CE,SRAG,HOSPITAL,"< 9",F,6
CE,SRAG,HOSPITAL,"< 9",M,1
DF,OUTRAS,DOMICILIO,"< 9",F,2
DF,OUTRAS,HOSPITAL,"< 9",F,61
DF,OUTRAS,HOSPITAL,"< 9",M,76
DF,OUTRAS,OUTRO,"< 9",M,1
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,2
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,4
DF,COVID,HOSPITAL,"< 9",F,2
DF,INDETERMINADA,HOSPITAL,"< 9",F,2
DF,INDETERMINADA,HOSPITAL,"< 9",M,1
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,19
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,20
DF,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
DF,PNEUMONIA,HOSPITAL,"< 9",F,5
DF,PNEUMONIA,HOSPITAL,"< 9",M,7
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
DF,SEPTICEMIA,HOSPITAL,"< 9",F,34
DF,SEPTICEMIA,HOSPITAL,"< 9",M,37
DF,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
DF,SRAG,HOSPITAL,"< 9",F,5
DF,SRAG,HOSPITAL,"< 9",M,2
ES,OUTRAS,DOMICILIO,"< 9",F,7
ES,OUTRAS,DOMICILIO,"< 9",M,7
ES,OUTRAS,HOSPITAL,"< 9",F,73
ES,OUTRAS,HOSPITAL,"< 9",I,1
ES,OUTRAS,HOSPITAL,"< 9",M,80
ES,OUTRAS,OUTRO,"< 9",F,2
ES,OUTRAS,OUTRO,"< 9",M,2
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,2
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,2
ES,OUTRAS,VIA_PUBLICA,"< 9",F,1
ES,OUTRAS,VIA_PUBLICA,"< 9",M,2
ES,COVID,HOSPITAL,"< 9",F,3
ES,COVID,HOSPITAL,"< 9",M,1
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,1
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,3
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,6
ES,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
ES,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
ES,PNEUMONIA,DOMICILIO,"< 9",F,1
ES,PNEUMONIA,DOMICILIO,"< 9",M,1
ES,PNEUMONIA,HOSPITAL,"< 9",F,10
ES,PNEUMONIA,HOSPITAL,"< 9",M,15
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
ES,SEPTICEMIA,DOMICILIO,"< 9",F,1
ES,SEPTICEMIA,HOSPITAL,"< 9",F,33
ES,SEPTICEMIA,HOSPITAL,"< 9",M,32
ES,SRAG,HOSPITAL,"< 9",F,1
GO,OUTRAS,DOMICILIO,"< 9",F,8
GO,OUTRAS,DOMICILIO,"< 9",M,6
GO,OUTRAS,HOSPITAL,"< 9",F,64
GO,OUTRAS,HOSPITAL,"< 9",I,1
GO,OUTRAS,HOSPITAL,"< 9",M,74
GO,OUTRAS,OUTRO,"< 9",F,4
GO,OUTRAS,OUTRO,"< 9",M,1
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,10
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,4
GO,OUTRAS,VIA_PUBLICA,"< 9",F,2
GO,OUTRAS,VIA_PUBLICA,"< 9",M,2
GO,COVID,HOSPITAL,"< 9",M,1
GO,INDETERMINADA,DOMICILIO,"< 9",M,1
GO,INDETERMINADA,HOSPITAL,"< 9",F,2
GO,INDETERMINADA,IGNORADO,"< 9",M,1
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,23
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,1
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,30
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
GO,PNEUMONIA,DOMICILIO,"< 9",M,1
GO,PNEUMONIA,HOSPITAL,"< 9",F,16
GO,PNEUMONIA,HOSPITAL,"< 9",M,13
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
GO,SEPTICEMIA,HOSPITAL,"< 9",F,59
GO,SEPTICEMIA,HOSPITAL,"< 9",M,49
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,3
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,3
GO,SRAG,HOSPITAL,"< 9",F,2
GO,SRAG,HOSPITAL,"< 9",M,1
MA,OUTRAS,DOMICILIO,"< 9",F,9
MA,OUTRAS,DOMICILIO,"< 9",M,6
MA,OUTRAS,HOSPITAL,"< 9",F,110
MA,OUTRAS,HOSPITAL,"< 9",I,1
MA,OUTRAS,HOSPITAL,"< 9",M,117
MA,OUTRAS,IGNORADO,"< 9",F,2
MA,OUTRAS,IGNORADO,"< 9",M,1
MA,OUTRAS,OUTRO,"< 9",F,2
MA,OUTRAS,OUTRO,"< 9",M,4
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,4
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,3
MA,OUTRAS,VIA_PUBLICA,"< 9",F,2
MA,COVID,HOSPITAL,"< 9",F,5
MA,INDETERMINADA,HOSPITAL,"< 9",F,2
MA,INDETERMINADA,HOSPITAL,"< 9",M,2
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,1
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,1
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,10
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,16
MA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",M,1
MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
MA,PNEUMONIA,DOMICILIO,"< 9",M,1
MA,PNEUMONIA,HOSPITAL,"< 9",F,14
MA,PNEUMONIA,HOSPITAL,"< 9",M,21
MA,PNEUMONIA,IGNORADO,"< 9",M,1
MA,PNEUMONIA,VIA_PUBLICA,"< 9",F,1
MA,PNEUMONIA,VIA_PUBLICA,"< 9",M,1
MA,SEPTICEMIA,HOSPITAL,"< 9",F,17
MA,SEPTICEMIA,HOSPITAL,"< 9",M,28
MA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
MA,SEPTICEMIA,VIA_PUBLICA,"< 9",M,1
MA,SRAG,HOSPITAL,"< 9",F,1
MA,SRAG,HOSPITAL,"< 9",M,1
MG,OUTRAS,DOMICILIO,"< 9",F,20
MG,OUTRAS,DOMICILIO,"< 9",M,22
MG,OUTRAS,HOSPITAL,"< 9",F,344
MG,OUTRAS,HOSPITAL,"< 9",I,5
MG,OUTRAS,HOSPITAL,"< 9",M,403
MG,OUTRAS,IGNORADO,"< 9",F,10
MG,OUTRAS,IGNORADO,"< 9",I,1
MG,OUTRAS,IGNORADO,"< 9",M,7
MG,OUTRAS,OUTRO,"< 9",F,1
MG,OUTRAS,OUTRO,"< 9",M,3
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,7
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,10
MG,OUTRAS,VIA_PUBLICA,"< 9",F,2
MG,OUTRAS,VIA_PUBLICA,"< 9",M,4
MG,COVID,HOSPITAL,"< 9",M,2
MG,COVID,OUTROS_SERVICOS_SAUDE,"< 9",M,1
MG,INDETERMINADA,DOMICILIO,"< 9",M,1
MG,INDETERMINADA,HOSPITAL,"< 9",F,5
MG,INDETERMINADA,HOSPITAL,"< 9",M,9
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,1
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,3
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,55
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,3
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,79
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",M,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
MG,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",F,2
MG,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",M,1
MG,PNEUMONIA,DOMICILIO,"< 9",M,1
MG,PNEUMONIA,HOSPITAL,"< 9",F,17
MG,PNEUMONIA,HOSPITAL,"< 9",M,33
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
MG,SEPTICEMIA,HOSPITAL,"< 9",F,156
MG,SEPTICEMIA,HOSPITAL,"< 9",M,165
MG,SEPTICEMIA,IGNORADO,"< 9",F,3
MG,SEPTICEMIA,IGNORADO,"< 9",M,2
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
MG,SEPTICEMIA,VIA_PUBLICA,"< 9",F,1
MG,SRAG,HOSPITAL,"< 9",F,6
MG,SRAG,HOSPITAL,"< 9",M,9
MG,SRAG,IGNORADO,"< 9",M,1
MS,OUTRAS,DOMICILIO,"< 9",F,7
MS,OUTRAS,DOMICILIO,"< 9",M,7
MS,OUTRAS,HOSPITAL,"< 9",F,96
MS,OUTRAS,HOSPITAL,"< 9",M,125
MS,OUTRAS,OUTRO,"< 9",M,2
MS,OUTRAS,VIA_PUBLICA,"< 9",F,1
MS,OUTRAS,VIA_PUBLICA,"< 9",M,2
MS,INDETERMINADA,DOMICILIO,"< 9",M,1
MS,INDETERMINADA,HOSPITAL,"< 9",F,1
MS,INDETERMINADA,POSTO_SAUDE,"< 9",F,1
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,4
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,8
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,14
MS,PNEUMONIA,HOSPITAL,"< 9",F,13
MS,PNEUMONIA,HOSPITAL,"< 9",M,14
MS,PNEUMONIA,VIA_PUBLICA,"< 9",M,1
MS,SEPTICEMIA,HOSPITAL,"< 9",F,27
MS,SEPTICEMIA,HOSPITAL,"< 9",M,32
MS,SRAG,HOSPITAL,"< 9",M,1
MT,OUTRAS,DOMICILIO,"< 9",F,1
MT,OUTRAS,DOMICILIO,"< 9",M,4
MT,OUTRAS,HOSPITAL,"< 9",F,37
MT,OUTRAS,HOSPITAL,"< 9",M,39
MT,OUTRAS,IGNORADO,"< 9",F,64
MT,OUTRAS,IGNORADO,"< 9",M,78
MT,OUTRAS,OUTRO,"< 9",F,2
MT,OUTRAS,OUTRO,"< 9",M,1
MT,OUTRAS,VIA_PUBLICA,"< 9",M,2
MT,INDETERMINADA,DOMICILIO,"< 9",M,1
MT,INDETERMINADA,HOSPITAL,"< 9",M,1
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,1
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,3
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,3
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",F,1
MT,PNEUMONIA,DOMICILIO,"< 9",M,2
MT,PNEUMONIA,HOSPITAL,"< 9",F,2
MT,PNEUMONIA,HOSPITAL,"< 9",M,6
MT,SEPTICEMIA,HOSPITAL,"< 9",F,11
MT,SEPTICEMIA,HOSPITAL,"< 9",M,20
MT,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PA,OUTRAS,DOMICILIO,"< 9",F,8
PA,OUTRAS,DOMICILIO,"< 9",M,15
PA,OUTRAS,HOSPITAL,"< 9",F,99
PA,OUTRAS,HOSPITAL,"< 9",I,2
PA,OUTRAS,HOSPITAL,"< 9",M,114
PA,OUTRAS,IGNORADO,"< 9",M,1
PA,OUTRAS,OUTRO,"< 9",F,5
PA,OUTRAS,OUTRO,"< 9",M,4
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,2
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PA,OUTRAS,VIA_PUBLICA,"< 9",F,1
PA,OUTRAS,VIA_PUBLICA,"< 9",M,3
PA,COVID,DOMICILIO,"< 9",F,1
PA,COVID,HOSPITAL,"< 9",F,4
PA,COVID,HOSPITAL,"< 9",M,7
PA,INDETERMINADA,HOSPITAL,"< 9",F,1
PA,INDETERMINADA,HOSPITAL,"< 9",M,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,1
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,22
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,1
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,40
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",F,2
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",M,1
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PA,PNEUMONIA,DOMICILIO,"< 9",F,1
PA,PNEUMONIA,DOMICILIO,"< 9",M,2
PA,PNEUMONIA,HOSPITAL,"< 9",F,19
PA,PNEUMONIA,HOSPITAL,"< 9",M,21
PA,SEPTICEMIA,HOSPITAL,"< 9",F,42
PA,SEPTICEMIA,HOSPITAL,"< 9",M,56
PA,SEPTICEMIA,OUTRO,"< 9",F,1
PA,SEPTICEMIA,OUTRO,"< 9",M,1
PA,SEPTICEMIA,POSTO_SAUDE,"< 9",F,1
PA,SRAG,HOSPITAL,"< 9",F,2
PA,SRAG,HOSPITAL,"< 9",M,4
PA,SRAG,VIA_PUBLICA,"< 9",M,1
PB,OUTRAS,DOMICILIO,"< 9",F,13
PB,OUTRAS,DOMICILIO,"< 9",M,8
PB,OUTRAS,HOSPITAL,"< 9",F,70
PB,OUTRAS,HOSPITAL,"< 9",I,3
PB,OUTRAS,HOSPITAL,"< 9",M,90
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,14
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",I,3
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,7
PB,OUTRAS,VIA_PUBLICA,"< 9",F,1
PB,OUTRAS,VIA_PUBLICA,"< 9",M,2
PB,COVID,HOSPITAL,"< 9",F,3
PB,COVID,HOSPITAL,"< 9",I,1
PB,COVID,HOSPITAL,"< 9",M,4
PB,COVID,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PB,INDETERMINADA,DOMICILIO,"< 9",M,1
PB,INDETERMINADA,HOSPITAL,"< 9",M,1
PB,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,1
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,14
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,13
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,3
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",F,1
PB,PNEUMONIA,HOSPITAL,"< 9",F,19
PB,PNEUMONIA,HOSPITAL,"< 9",M,21
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,3
PB,SEPTICEMIA,DOMICILIO,"< 9",M,1
PB,SEPTICEMIA,HOSPITAL,"< 9",F,32
PB,SEPTICEMIA,HOSPITAL,"< 9",M,52
PB,SEPTICEMIA,OUTRO,"< 9",F,1
PB,SEPTICEMIA,OUTRO,"< 9",M,1
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,7
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,3
PB,SRAG,HOSPITAL,"< 9",F,4
PB,SRAG,HOSPITAL,"< 9",M,2
PE,OUTRAS,DOMICILIO,"< 9",F,15
PE,OUTRAS,DOMICILIO,"< 9",M,19
PE,OUTRAS,HOSPITAL,"< 9",F,364
PE,OUTRAS,HOSPITAL,"< 9",I,9
PE,OUTRAS,HOSPITAL,"< 9",M,421
PE,OUTRAS,IGNORADO,"< 9",F,2
PE,OUTRAS,IGNORADO,"< 9",M,2
PE,OUTRAS,OUTRO,"< 9",F,6
PE,OUTRAS,OUTRO,"< 9",M,3
